Ticker,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN
321,TEXWINCA HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,BMG8770Z1068
322,TINGYI,Equity,Equity Securities (Main Board),"2,000",USD 0.0050,KYG8878S1030
323,MAANSHAN IRON,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003R8
326,CHINA STAR ENT,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG8437G3195
327,PAX GLOBAL,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG6955J1036
328,ALCO HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0154K1027
329,OCI INTL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG6706E1061
330,ESPRIT HOLDINGS,Equity,Equity Securities (Main Board),100,HKD 0.1000,BMG3122U1457
331,FSE SERVICES,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG3727N1088
332,YUANHENG GAS,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG9877V1054
333,TOP FORM INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,BMG8922H1299
334,CH DISPLAY OPT,Equity,Equity Securities (Main Board),"8,000",HKD 0.1000,BMG2120L1072
335,UPBEST GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG9288X1043
336,HUABAO INTL,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG4639H1227
337,GREENLAND HK,Equity,Equity Securities (Main Board),"1,000",HKD 0.5000,KYG4587S1049
338,SHANGHAI PECHEM,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004C8
339,CORE ECON INV,Equity,Investment Companies,"10,000",HKD 0.0200,BMG2423L1019
340,TONGGUAN GOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,
341,CAFE DE CORAL H,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG1744V1037
342,NEWOCEAN ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6469T1009
343,CULTURECOM HOLD,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,BMG2587F2058
345,VITASOY INT'L,Equity,Equity Securities (Main Board),"2,000",,HK0345001611
346,YANCHANG PETRO,Equity,Equity Securities (Main Board),"10,000",HKD 0.0200,BMG9833W1064
347,ANGANG STEEL,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000001V4
348,CHEALTHWISE-NEW,Equity,Equity Securities (Main Board),"50,000",HKD 1.0000,KYG2120E1118
351,ASIA ENERGY LOG,Equity,Equity Securities (Main Board),"10,000",,HK0000527306
352,FORTUNE SUN,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG364261076
353,ENERGY INTINV,Equity,Equity Securities (Main Board),"20,000",HKD 0.1000,KYG3041H1184
354,CHINASOFT INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG2110A1114
355,CENTURY C INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG2020F1683
356,DT CAPITAL,Equity,Investment Companies,"30,000",HKD 0.0100,KYG2848V1068
357,MEILAN AIRPORT,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000003B2
358,JIANGXI COPPER,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000003K3
359,HAISHENG JUICE,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG2111D1060
360,NEW FOCUS AUTO,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG645451090
361,SINO GOLF HOLD,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG816821091
362,XINYANG MAOJIAN,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG983051084
363,SHANGHAI IND H,Equity,Equity Securities (Main Board),"1,000",,HK0363006039
364,BLOCKCHAIN GP,Equity,Equity Securities (Main Board),"8,000",HKD 0.2000,KYG117671035
365,SINO ICT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,
366,LUKS GROUP (VN),Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG5700D1065
367,CHUANG'S INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.2500,BMG2122V1458
368,SUPERLAND GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG8588F1028
369,WING TAI PPT,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,BMG9716V1000
370,CHINA BEST,Equity,Equity Securities (Main Board),"6,000",HKD 0.1000,BMG2111B1752
371,BJ ENT WATER,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0957L1090
372,PT INTL DEV,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG7S93G1188
373,ALLIED GROUP,Equity,Equity Securities (Main Board),"2,000",,HK0000650413
374,FOUR SEAS MER,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG365451049
375,YGM TRADING,Equity,Equity Securities (Main Board),"1,000",,HK0375001663
376,YUNFENG FIN,Equity,Equity Securities (Main Board),"2,000",,HK0000091790
377,CHINA HUAJUN GP,Equity,Equity Securities (Main Board),80,HKD 1.0000,
378,FDG KINETIC,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG3381K1018
379,EG LEASING,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,KYG2119F1292
380,SOFTPOWER INT,Equity,Equity Securities (Main Board),"4,000",HKD 0.0200,BMG8253D1011
381,KIU HUNG INT'L,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG5278S1052
382,EDVANTAGE GROUP,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG2901A1067
383,CHINA MED&HCARE,Equity,Equity Securities (Main Board),"10,000",HKD 0.0005,BMG2133H1016
384,CHINA GAS HOLD,Equity,Equity Securities (Main Board),200,HKD 0.0100,BMG2109G1033
385,CHINNEY ALLI,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2109L1697
386,SINOPEC CORP,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002Q2
387,LEEPORT(HOLD),Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG542851040
388,HKEX,Equity,Equity Securities (Main Board),100,,HK0388045442
389,TONTINE WINES,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG215A41075
390,CHINA RAILWAY,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000007Z2
391,MEI AH ENTER,Equity,Equity Securities (Main Board),"20,000",HKD 0.0200,BMG5964A1523
392,BEIJING ENT,Equity,Equity Securities (Main Board),500,,HK0392044647
393,GLORIOUS SUN,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG3939X1002
395,SMARTAC INTL,Equity,Equity Securities (Main Board),"8,000",HKD 0.0500,KYG8207P1019
396,HING LEE (HK),Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG451171018
397,POWER FINANCIAL,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG7210B1090
398,ORIENTAL WATCH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6773R1051
399,INNOVATIVE PHAR,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,BMG4783W1073
400,COGOBUY,Equity,Equity Securities (Main Board),"1,000",USD 0.0000,KYG225371072
401,WANJIA GROUP,Equity,Equity Securities (Main Board),"20,000",HKD 0.0500,KYG9431A1186
403,STARLITE HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8438Y1030
405,YUEXIU REIT,Real Estate Investment Trusts,,"1,000",,HK0405033157
406,YAU LEE HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG9834K1505
408,YIP'S CHEMICAL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG9842Z1164
410,SOHO CHINA,Equity,Equity Securities (Main Board),500,HKD 0.0200,KYG826001003
411,LAM SOON (HK),Equity,Equity Securities (Main Board),"1,000",,HK0411006957
412,CSFG,Equity,Equity Securities (Main Board),"6,000",HKD 0.00025,
413,SC HOLDINGS,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG8279G1120
416,BANKOFJINZHOU,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000023B0
417,TSE SUI LUEN,Equity,Equity Securities (Main Board),"2,000",HKD 0.2500,BMG911231519
418,FOUNDER HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG3654D1074
419,HUAYI TENCENT,Equity,Equity Securities (Main Board),"10,000",HKD 0.0200,KYG4642G1038
420,FOUNTAIN SET,Equity,Equity Securities (Main Board),"2,000",,HK0420001817
422,VMEP HOLDINGS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG936171019
423,HKET HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG4587A1031
425,MINTH GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG6145U1094
426,ONE MEDIA GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,KYG6752K1058
428,COCOON HOLDINGS,Equity,Investment Companies,"2,000",HKD 0.1000,BMG2365B1037
430,ORIENTAL EXPL,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG6771J1053
431,G CHINA FIN,Equity,Equity Securities (Main Board),"4,000",HKD 0.0010,BMG407061552
432,PCPD,Equity,Equity Securities (Main Board),"1,000",HKD 0.5000,BMG6844T1229
433,NORTH MINING,Equity,Equity Securities (Main Board),"10,000",HKD 0.0160,BMG6661B1211
434,BOYAA,Equity,Equity Securities (Main Board),"1,000",USD 0.00005,KYG127751058
435,SUNLIGHT REIT,Real Estate Investment Trusts,,"1,000",,HK0435036626
436,NU ENVIRO,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,KYG6493Q1718
438,IRICO NEWENERGY,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003H9
439,KUANGCHI,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,BMG5326A1062
440,DAH SING,Equity,Equity Securities (Main Board),400,,HK0440001847
442,HIFOOD GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.0050,KYG4488W1050
444,SINCEREWATCH HK,Equity,Equity Securities (Main Board),"10,000",HKD 0.0200,KYG814791268
445,CIMC-TIANDA,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG214331186
449,CHIGO HOLDING,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG4463T1013
450,HUNG HING PRINT,Equity,Equity Securities (Main Board),"2,000",,HK0450001869
451,GCL NEWENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.00416,BMG3775G1380
455,TIANDA PHARMA,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG887471038
456,NEW CITY DEV,Equity,Equity Securities (Main Board),"20,000",HKD 0.0040,KYG648311036
458,TRISTATE HOLD,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG9074C1082
459,MIDLAND IC&I,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,KYG6103P1182
460,SIHUAN PHARM,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,BMG8162K1137
462,NATURAL DAIRY,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG6401U1085
464,C OVS NUOXIN,Equity,Equity Securities (Main Board),"4,000",HKD 0.0010,KYG2122E1017
465,FUTONG TECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG369921088
467,UNITEDENERGY GP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG9231L1081
468,GAPACK,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG407691040
471,CMMB VISION,Equity,Equity Securities (Main Board),"4,000",HKD 0.2000,KYG2237A1849
472,NEW SILKROAD,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG6479N1011
474,HAO TIAN DEV,Equity,Equity Securities (Main Board),"6,000",HKD 0.0100,KYG4289B1106
475,CENTRAL DEV H,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG207011019
476,CH DYNAMICS,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG2117G1033
479,CIL HOLDINGS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG2142A1541
480,HKR INT'L,Equity,Equity Securities (Main Board),800,HKD 0.2500,KYG4520J1040
482,SANDMARTIN INTL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG780521008
483,BAUHAUS INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG1080K1094
484,FORGAME,Equity,Equity Securities (Main Board),100,USD 0.0001,KYG363361083
485,CHINASINOSTAR,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG2161L1155
486,RUSAL,Equity,Equity Securities (Main Board),"1,000",RUB 0.65652,RU000A1025V3
487,SUCCESSUNIVERSE,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,BMG8550S1089
488,LAI SUN DEV,Equity,Equity Securities (Main Board),300,,HK0000356821
489,DONGFENG GROUP,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100000312
491,EMPEROR CULTURE,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG3036H1079
493,GOME RETAIL,Equity,Equity Securities (Main Board),"1,000",HKD 0.0250,BMG3978C1249
495,PALADIN,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,BMG687521317
496,KASEN,Equity,Equity Securities (Main Board),"1,000",USD 0.00015,KYG5216Q1047
497,CSI PROPERTIES,Equity,Equity Securities (Main Board),"10,000",HKD 0.0080,BMG2581C1091
498,PYI CORP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG7304P1059
499,QINGDAO HLDGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG7305Q1024
500,FRONTIER SER,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG3729C1001
503,LANSEN PHARMA,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG5380M1033
505,XINGYE ALLOY,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,
506,CHINA FOODS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2154F1095
508,DINGYI GP INV,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,BMG2763D1074
509,SUNSHINE,Equity,Equity Securities (Main Board),"5,000",HKD 0.0200,KYG2091K1206
510,CASH FIN SER GP,Equity,Equity Securities (Main Board),"6,000",HKD 0.4000,BMG1932V2128
511,TVB,Equity,Equity Securities (Main Board),100,,HK0000139300
512,CHINAGRANDPHARM,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,BMG210A71016
513,CONTINENTAL H,Equity,Equity Securities (Main Board),"10,000",,HK0000064516
515,CHINASILVER TEC,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2121X1007
517,COSCO SHIP INTL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8114Z1014
518,TUNGTEX (HOLD),Equity,Equity Securities (Main Board),"2,000",,HK0518001976
519,APPLIED DEV,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,BMG0428W1221
520,XIABUXIABU,Equity,Equity Securities (Main Board),500,USD 0.00003,KYG982971072
521,CWT INT'L,Equity,Equity Securities (Main Board),"10,000",,HK0521001989
522,ASM PACIFIC,Equity,Equity Securities (Main Board),100,HKD 0.1000,KYG0535Q1331
524,GREAT WALL B&R,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG4077C1064
525,GUANGSHEN RAIL,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100000379
526,CHINA AUTO NR,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG2121N1020
527,RUIFENG RENEW,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG2118V1095
528,KINGDOM HOLDING,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG525741032
529,SIS INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG816841057
530,GOLDIN FIN HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG3968F1370
531,SAMSON HOLDING,Equity,Equity Securities (Main Board),"1,000",USD 0.0500,KYG7783W1006
532,WKK INTL (HOLD),Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9737M1055
533,GOLDLION HOLD,Equity,Equity Securities (Main Board),"1,000",,HK0533002009
535,GEMDALE PPT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG3911S1035
536,TRADELINK,Equity,Equity Securities (Main Board),"2,000",,HK0536032532
538,AJISEN (CHINA),Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG0192S1093
539,VICTORY CITY,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG9358Q1877
540,SPEEDY GLOBAL,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG834551080
542,TFG INTL GP,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,
543,PACIFIC ONLINE,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG9684P1019
544,DAIDO GROUP,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG2619Y1232
546,FUFENG GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG368441195
547,DIGITAL DOMAIN,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG2870G1006
548,SHENZHENEXPRESS,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100000478
550,KK CULTURE,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG527641002
551,YUE YUEN IND,Equity,Equity Securities (Main Board),500,HKD 0.2500,BMG988031446
552,CHINACOMSERVICE,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002G3
553,NANJING PANDA,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003T4
554,HANS ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG4382G1073
555,REXLOT HOLDINGS,Equity,Equity Securities (Main Board),"25,000",HKD 0.0100,BMG7541U1071
556,PAN ASIA ENVIRO,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG6883P1063
557,TIANYUAN HEALTH,Equity,Equity Securities (Main Board),"2,000",HKD 1.0000,KYG8442J1004
558,LK TECH,Equity,Equity Securities (Main Board),"2,500",HKD 0.1000,KYG5548P1054
559,DETAI NEWENERGY,Equity,Equity Securities (Main Board),"30,000",HKD 0.0500,BMG2743V1028
560,CHU KONG SHIP,Equity,Equity Securities (Main Board),"2,000",,HK0560006634
563,SH IND URBAN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0400,BMG8065B1037
564,ZMJ,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100001LY0
565,ART GROUP HOLD,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG0583P1028
567,DAISHOMICROLINE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2624V1063
568,SHANDONG MOLONG,Equity,Equity Securities (Main Board),400,RMB 1.0000,CNE1000001N1
570,TRAD CHI MED,Equity,Equity Securities (Main Board),"2,000",,HK0000056256
571,ESUN HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,BMG3135M1148
572,FW HOLDINGS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0200,KYG3707A1186
573,TAO HEUNG HLDGS,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG8672Y1089
574,PASHUN INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,KYG693781000
575,REGENT PACIFIC,Equity,Equity Securities (Main Board),"10,000",USD 0.0100,KYG7478U1206
576,ZHEJIANGEXPRESS,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004S4
577,SOUTH SHORE HLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,
578,ROSAN RES,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG763781272
579,JNCEC,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100001336
580,SUN.KING ELEC,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG857AW1047
581,CHINA ORIENTAL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2108V1019
582,LANDING INTL,Equity,Equity Securities (Main Board),"1,200",HKD 0.0100,BMG5369T1788
583,GWPA HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4079W1001
585,IMAGI INT'L,Equity,Equity Securities (Main Board),"8,000",HKD 0.0400,BMG476291940
586,CONCH VENTURE,Equity,Equity Securities (Main Board),500,HKD 0.0100,KYG2116J1085
587,HUA HAN HEALTH,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG4638Y1008
588,BEIJING N STAR,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100000262
589,JIANZHONG CONS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5139A1031
590,LUK FOOK HOLD,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG5695X1258
591,C HIGHPRECISION,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG211221091
592,BOSSINI INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG1261P1095
593,DREAMEAST,Equity,Equity Securities (Main Board),500,HKD 0.1000,
595,AV CONCEPT HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG0672U1114
596,INSPUR INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG4820C1309
598,SINOTRANS,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000004F1
599,E. BON HOLDINGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG2917V1023
600,CHINA INFRA INV,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG2112P1081
601,REMT,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,
602,JIAHUA STORES H,Equity,Equity Securities (Main Board),"2,500",HKD 0.0100,KYG7395Y1061
603,CHINA OIL & GAS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG2155W1010
604,SHENZHEN INVEST,Equity,Equity Securities (Main Board),"2,000",,HK0604011236
605,C FIN SERVICES,Equity,Equity Securities (Main Board),"2,000",,HK0605002077
607,FULLSHARE,Equity,Equity Securities (Main Board),"2,500",HKD 0.0100,KYG3690U1058
608,HIGH FASHION,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4453K1027
609,TIANDE CHEMICAL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG887551060
610,WAI KEE HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG942051043
611,CNE TECH CORP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2115P1059
612,CHINA DYF,Equity,Investment Companies,"8,000",HKD 0.0500,KYG2120F1000
613,PLANETREE INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG713292081
616,EMINENCE ENT,Equity,Equity Securities (Main Board),"5,000",HKD 0.2000,BMG0094B2045
617,PALIBURG HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG687662301
618,PKU RESOURCES,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6982M1038
619,SOUTH CHINA FIN,Equity,Equity Securities (Main Board),"2,000",,HK0000460706
620,DTXS SILK ROAD,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,BMG2R28T1049
